tract,var,value
42101000101,w_tract,2.77436724402837
42101000102,w_tract,0.98584494497522
42101000200,w_tract,3.09746971070629
42101000300,w_tract,3.29390777770894
42101000401,w_tract,2.345669283973
42101000403,w_tract,3.60464312622529
42101000404,w_tract,3.63475372700095
42101000500,w_tract,3.68788354384944
42101000600,w_tract,2.89237122059126
42101000701,w_tract,2.59272475532574
42101000702,w_tract,0.839171876225332
42101000801,w_tract,0.554248273902465
42101000803,w_tract,0.763514539056856
42101000805,w_tract,1.34234583788542
42101000806,w_tract,2.08125027556604
42101000901,w_tract,1.10003393024298
42101000902,w_tract,1.9746653237252
42101001001,w_tract,1.70270210560026
42101001002,w_tract,1.77484735982817
42101001101,w_tract,0.549057311073693
42101001102,w_tract,1.67960902971448
42101001201,w_tract,0.617594322893779
42101001203,w_tract,0.611932307712351
42101001204,w_tract,1.21585329149973
42101001301,w_tract,0.296183228295303
42101001302,w_tract,0.829735234165855
42101001400,w_tract,0.772379074791952
42101001500,w_tract,0.672122329307316
42101001600,w_tract,0.920509406340432
42101001700,w_tract,0.614490065069428
42101001800,w_tract,0.730354868286304
42101001900,w_tract,0.76592879690315
42101002000,w_tract,0.532196132715025
42101002100,w_tract,0.605805832950575
42101002200,w_tract,0.383582110513296
42101002300,w_tract,0.534598558052131
42101002400,w_tract,1.19964865138064
42101002500,w_tract,0.508414941935175
42101002701,w_tract,0.415873528247467
42101002702,w_tract,0.620293756873073
42101002801,w_tract,0.418894841504638
42101002802,w_tract,0.673099139555239
42101002900,w_tract,0.950965063942124
42101003001,w_tract,0.803809044441587
42101003002,w_tract,0.289599461931256
42101003100,w_tract,0.324331475459791
42101003200,w_tract,0.509106136275049
42101003300,w_tract,0.976436204840945
42101003600,w_tract,0.66047185750225
42101003701,w_tract,0.359820309197598
42101003702,w_tract,0.840848482294236
42101003800,w_tract,1.23633777060239
42101003901,w_tract,1.13530698410699
42101003902,w_tract,0.997735139904515
42101004001,w_tract,0.843736598181912
42101004002,w_tract,1.06356630452983
42101004101,w_tract,0.809295787306149
42101004103,w_tract,0.659432807380165
42101004104,w_tract,0.661318648852708
42101004201,w_tract,0.50483112383202
42101004202,w_tract,1.20039701701263
42101005400,w_tract,0.218017036426697
42101005500,w_tract,0.66463607699663
42101005600,w_tract,0.876000259886676
42101006000,w_tract,0.714893569862989
42101006100,w_tract,0.609846136432025
42101006200,w_tract,0.644329016857005
42101006300,w_tract,0.738331873505462
42101006400,w_tract,0.536085518737623
42101006500,w_tract,0.566598968630304
42101006600,w_tract,0.694947270843006
42101006700,w_tract,0.481570956897262
42101007000,w_tract,0.417427462562997
42101007101,w_tract,0.666231322964597
42101007102,w_tract,0.399467130713173
42101007200,w_tract,0.692366886247462
42101007300,w_tract,0.466826424625988
42101007400,w_tract,0.589083674325107
42101007700,w_tract,0.807436525901994
42101007800,w_tract,0.659285355915493
42101007900,w_tract,0.409763380061484
42101008000,w_tract,0.700592144126861
42101008101,w_tract,0.42162471352814
42101008102,w_tract,0.418821340946121
42101008200,w_tract,0.438453175486662
42101008301,w_tract,0.613475588363771
42101008302,w_tract,0.585685315210364
42101008400,w_tract,0.729270100876576
42101008500,w_tract,0.710238589240769
42101008601,w_tract,0.334127359928133
42101008602,w_tract,0.639108590630785
42101008701,w_tract,0.465572342619831
42101008702,w_tract,1.33733500752018
42101008801,w_tract,0.789867070741265
42101008802,w_tract,0.898541923057142
42101009000,w_tract,0.671926334427814
42101009100,w_tract,1.77202084657806
42101009200,w_tract,0.333584557819493
42101009300,w_tract,0.406227126116836
42101009400,w_tract,0.358212226624559
42101009500,w_tract,0.60583673853601
42101009600,w_tract,0.362775819736485
42101009801,w_tract,0.62988247090405
42101009802,w_tract,0.673816644584681
42101010000,w_tract,0.562414897685623
42101010100,w_tract,0.499089468214396
42101010200,w_tract,0.325417288867184
42101010300,w_tract,0.418231265167089
42101010400,w_tract,0.693954210568507
42101010500,w_tract,0.743305604950358
42101010600,w_tract,0.488562079783808
42101010700,w_tract,0.434438849647965
42101010800,w_tract,0.317581781629837
42101010900,w_tract,0.235161832772509
42101011000,w_tract,0.493535948343465
42101011100,w_tract,1.37300773535183
42101011200,w_tract,0.523131995147901
42101011300,w_tract,0.387398258575617
42101011400,w_tract,0.478002068747405
42101011500,w_tract,0.421488002486696
42101011700,w_tract,0.623257203951949
42101011800,w_tract,0.544271216224955
42101011900,w_tract,0.323038454893472
42101012000,w_tract,0.393208884723764
42101012100,w_tract,0.849155815086216
42101012201,w_tract,0.39154895455554
42101012203,w_tract,0.763673653325399
42101012204,w_tract,1.44009110158548
42101012501,w_tract,2.11282475053885
42101012502,w_tract,1.15183994762887
42101013100,w_tract,0.552789882375542
42101013200,w_tract,0.764644983707503
42101013300,w_tract,1.15910645892211
42101013401,w_tract,0.523909055010654
42101013402,w_tract,0.714102233334466
42101013500,w_tract,0.405814874299534
42101013601,w_tract,0.599033314606001
42101013602,w_tract,0.524664839641187
42101013701,w_tract,0.422558866502087
42101013702,w_tract,0.439991301171051
42101013800,w_tract,0.449974932902621
42101013900,w_tract,1.2208883712685
42101014000,w_tract,0.336363529169557
42101014100,w_tract,1.67974086723883
42101014201,w_tract,0.612347165775537
42101014202,w_tract,1.50150387161046
42101014300,w_tract,0.90974203245895
42101014400,w_tract,1.49374881042927
42101014500,w_tract,0.675120720785588
42101014600,w_tract,0.738341739283874
42101014700,w_tract,0.580022006014407
42101014800,w_tract,0.416711767919081
42101014900,w_tract,0.358023997278752
42101015101,w_tract,0.441076621722527
42101015102,w_tract,0.442215380314648
42101015200,w_tract,0.528994153878364
42101015300,w_tract,0.244562021993984
42101015600,w_tract,0.548918917878305
42101015700,w_tract,0.729387126503916
42101015800,w_tract,0.899568937256893
42101016001,w_tract,0.585724433824004
42101016002,w_tract,0.492869387133769
42101016100,w_tract,0.673376015019451
42101016200,w_tract,0.334178757172082
42101016300,w_tract,0.89001852025864
42101016400,w_tract,0.429217477281221
42101016500,w_tract,0.265245950845016
42101016600,w_tract,0.497619611754264
42101016701,w_tract,0.2094256999035
42101016702,w_tract,0.519326222425121
42101016800,w_tract,0.4884016156407
42101016901,w_tract,0.367755802348879
42101016902,w_tract,0.401286630573362
42101017000,w_tract,1.47189933621567
42101017100,w_tract,0.986484891961442
42101017201,w_tract,0.346039493471236
42101017202,w_tract,0.320714657152699
42101017300,w_tract,0.586393940868929
42101017400,w_tract,0.950531563858811
42101017500,w_tract,0.547556771198279
42101017601,w_tract,0.878103247258699
42101017602,w_tract,0.693064332167603
42101017701,w_tract,0.592511790477118
42101017702,w_tract,0.245652839409642
42101017800,w_tract,1.09967545412743
42101017900,w_tract,0.762309431544637
42101018001,w_tract,0.27026960636801
42101018002,w_tract,0.595557177399057
42101018300,w_tract,0.779520787655231
42101018400,w_tract,0.713788067355439
42101018801,w_tract,0.417962083658032
42101018802,w_tract,0.276907607092398
42101019000,w_tract,0.617347733367872
42101019100,w_tract,1.02683530447287
42101019200,w_tract,0.525114552940261
42101019501,w_tract,1.23233371685973
42101019502,w_tract,0.214244971076066
42101019700,w_tract,0.886726084507376
42101019800,w_tract,0.461658215474717
42101019900,w_tract,0.399473220014697
42101020000,w_tract,1.96359406673152
42101020101,w_tract,1.07776020121603
42101020102,w_tract,0.734264240082239
42101020200,w_tract,0.500823342225643
42101020300,w_tract,0.770654482257309
42101020400,w_tract,0.322013957701728
42101020500,w_tract,0.609621862502005
42101020600,w_tract,1.22280431901619
42101020701,w_tract,0.63484379611233
42101020702,w_tract,0.333522253923873
42101020800,w_tract,0.826549497927055
42101020900,w_tract,0.68934275596248
42101021000,w_tract,0.893998206696158
42101021100,w_tract,0.770059786903862
42101021200,w_tract,0.48469000848696
42101021300,w_tract,0.723312010278719
42101021400,w_tract,0.751187937689919
42101021500,w_tract,0.539135598743519
42101021600,w_tract,0.712416693059278
42101021700,w_tract,0.967432756431775
42101021800,w_tract,0.617702784209141
42101021900,w_tract,0.528712406982234
42101022000,w_tract,0.786445056642571
42101023100,w_tract,0.469533742413041
42101023500,w_tract,0.402885587683401
42101023600,w_tract,0.612284485166327
42101023700,w_tract,0.831717584358204
42101023800,w_tract,0.718600328832333
42101023900,w_tract,0.319898796104241
42101024000,w_tract,0.677630850564169
42101024100,w_tract,0.942830036622692
42101024200,w_tract,0.492475851080321
42101024300,w_tract,0.469461672876269
42101024400,w_tract,0.394332965950339
42101024500,w_tract,0.769373167927475
42101024600,w_tract,0.69429925184145
42101024700,w_tract,0.400437226481354
42101024800,w_tract,0.332160684637235
42101024900,w_tract,0.266492666438223
42101025200,w_tract,0.745869254945041
42101025300,w_tract,0.472925837608699
42101025400,w_tract,0.233020546075969
42101025500,w_tract,0.631843698925066
42101025600,w_tract,0.519918860840063
42101025700,w_tract,0.75285178363257
42101025800,w_tract,0.317666553300434
42101025900,w_tract,0.894115686402894
42101026000,w_tract,0.193351233042039
42101026100,w_tract,0.350697429953129
42101026200,w_tract,0.411760020832911
42101026301,w_tract,0.30849534749899
42101026302,w_tract,0.564665856499452
42101026400,w_tract,0.436259074572054
42101026500,w_tract,0.503392349832987
42101026600,w_tract,0.415057620839938
42101026700,w_tract,0.682767703164298
42101026800,w_tract,0.967441211300014
42101026900,w_tract,0.477953880409927
42101027000,w_tract,0.169887324983385
42101027100,w_tract,0.155941579906447
42101027200,w_tract,0.357180085978818
42101027300,w_tract,0.958640840094593
42101027401,w_tract,0.43240927160389
42101027402,w_tract,0.199834524678892
42101027500,w_tract,0.454883581002287
42101027600,w_tract,0.443345836002145
42101027700,w_tract,0.479791223577173
42101027800,w_tract,1.71333061045139
42101027901,w_tract,0.28604783205296
42101027902,w_tract,0.594426668657849
42101028000,w_tract,0.420298308299086
42101028100,w_tract,0.551366548548741
42101028200,w_tract,2.09876834053815
42101028300,w_tract,0.831188926805962
42101028400,w_tract,0.359718274007351
42101028500,w_tract,0.257400078822699
42101028600,w_tract,0.498127026988755
42101028700,w_tract,0.493998641914714
42101028800,w_tract,0.423794691416386
42101028901,w_tract,0.488933131746386
42101028902,w_tract,0.359995880740248
42101029000,w_tract,0.252815486039369
42101029100,w_tract,1.060287391252
42101029200,w_tract,0.74652610322167
42101029300,w_tract,0.900175874601913
42101029400,w_tract,0.572757632957285
42101029800,w_tract,1.03815556050165
42101029900,w_tract,0.398361767191658
42101030000,w_tract,1.25194033077878
42101030100,w_tract,0.378639245076058
42101030200,w_tract,0.620228839076505
42101030501,w_tract,0.265410285564877
42101030502,w_tract,0.316272068837009
42101030600,w_tract,1.06602766671137
42101030700,w_tract,0.795038514205236
42101030800,w_tract,0.211035271315547
42101030900,w_tract,0.749000847570569
42101031000,w_tract,0.576049038571165
42101031101,w_tract,0.282162021843436
42101031102,w_tract,0.419033483012958
42101031200,w_tract,0.524377220827201
42101031300,w_tract,0.432538278359695
42101031401,w_tract,0.668277068668411
42101031402,w_tract,0.267519237241882
42101031501,w_tract,0.560452885700279
42101031502,w_tract,1.14589987007283
42101031600,w_tract,0.832740473224225
42101031700,w_tract,0.478930372913625
42101031800,w_tract,0.300381771190984
42101031900,w_tract,0.0649264900054942
42101032000,w_tract,0.559788744458258
42101032100,w_tract,0.444635928696978
42101032300,w_tract,0.319468763392328
42101032500,w_tract,0.697734408471945
42101032600,w_tract,1.56345538997941
42101032900,w_tract,0.650403137592069
42101033000,w_tract,0.581030940494908
42101033101,w_tract,0.557879997873164
42101033102,w_tract,0.471150308032061
42101033200,w_tract,0.596332876442637
