tract,var,value
42101000101,w_tract,2.7815338530549
42101000102,w_tract,0.990121350857469
42101000200,w_tract,3.09958644363127
42101000300,w_tract,3.29846233269319
42101000401,w_tract,2.34942957833319
42101000403,w_tract,3.60805502661667
42101000404,w_tract,3.6391896530464
42101000500,w_tract,3.69215038264518
42101000600,w_tract,2.89652346223539
42101000701,w_tract,2.59698990455107
42101000702,w_tract,0.843359795990954
42101000801,w_tract,0.558245614454115
42101000803,w_tract,0.768081173788442
42101000805,w_tract,1.34656342587143
42101000806,w_tract,2.08553732571616
42101000901,w_tract,1.10429864997793
42101000902,w_tract,1.97931663894798
42101001001,w_tract,1.71033608521436
42101001002,w_tract,1.78066779845899
42101001101,w_tract,0.553243938034876
42101001102,w_tract,1.68404014678532
42101001201,w_tract,0.621397049112176
42101001203,w_tract,0.615836748285588
42101001204,w_tract,1.22030308879385
42101001301,w_tract,0.300866489705839
42101001302,w_tract,0.831262159894237
42101001400,w_tract,0.777092111128206
42101001500,w_tract,0.676289555715762
42101001600,w_tract,0.923222452407746
42101001700,w_tract,0.618421194412693
42101001800,w_tract,0.735104796431028
42101001900,w_tract,0.769771982061346
42101002000,w_tract,0.537223313880473
42101002100,w_tract,0.610620447222304
42101002200,w_tract,0.388009648641817
42101002300,w_tract,0.539307119923027
42101002400,w_tract,1.20404043104321
42101002500,w_tract,0.514868235873948
42101002701,w_tract,0.420066078574591
42101002702,w_tract,0.62303917379403
42101002801,w_tract,0.423069410607864
42101002802,w_tract,0.676918181861598
42101002900,w_tract,0.957041847148549
42101003001,w_tract,0.808691136024986
42101003002,w_tract,0.294076872429917
42101003100,w_tract,0.328757852485698
42101003200,w_tract,0.513973382468945
42101003300,w_tract,0.985060105845141
42101003600,w_tract,0.666048463970125
42101003701,w_tract,0.364306913043124
42101003702,w_tract,0.845677730351291
42101003800,w_tract,1.23069780652432
42101003901,w_tract,1.14014790101608
42101003902,w_tract,1.00114044667618
42101004001,w_tract,0.847870306897596
42101004002,w_tract,1.06818982370374
42101004101,w_tract,0.814489446906438
42101004103,w_tract,0.663432835749935
42101004104,w_tract,0.665282707526797
42101004201,w_tract,0.509197188619864
